Distance_m,Water depth (cm),Thaw depth (cm),Vegetation height (cm),Vegetation type,Micro- relief,Latitude,Longitude,Date,site_id,Table,Transect,Microrelief
0,9,100,37,E1d,,70.196737,-148.424274,8/16/20,Airport_T4,A3.2,T4,RB
1,7,100,25,E1d,,70.19674386638077,-148.424291,8/16/20,Airport_T4,A3.2,T4,RB
2,0,73,18,U4d,,70.19675073275994,-148.424308,8/16/20,Airport_T4,A3.2,T4,R
3,4,67,36,U4d,,70.19675759913748,-148.424325,8/16/20,Airport_T4,A3.2,T4,R
4,10,64,39,M2d,,70.19676446551341,-148.424342,8/16/20,Airport_T4,A3.2,T4,FC
5,16,62,35,M2d,,70.19677133188773,-148.424359,8/16/20,Airport_T4,A3.2,T4,FC
6,17,68,50,M2d,,70.19677819826045,-148.424376,8/16/20,Airport_T4,A3.2,T4,FC
7,22,60,49,E1,,70.19678506463154,-148.424393,8/16/20,Airport_T4,A3.2,T4,T
8,23,62,53,E1,,70.19679193100103,-148.4244099,8/16/20,Airport_T4,A3.2,T4,T
9,28,58,50,M2d,,70.1967988,-148.4244269,8/16/20,Airport_T4,A3.2,T4,FC
10,13,61,45,M2d,,70.19680566373515,-148.4244439,8/16/20,Airport_T4,A3.2,T4,FC
11,14,63,34,M2d,,70.19681253,-148.4244609,8/16/20,Airport_T4,A3.2,T4,FC
12,12,66,45,M2d,,70.19681939646283,-148.4244779,8/16/20,Airport_T4,A3.2,T4,FC
13,20,72,52,M2d,,70.19682626282425,-148.4244949,8/16/20,Airport_T4,A3.2,T4,FC
14,35,>100,30,M2d,,70.19683312918404,-148.4245119,8/16/20,Airport_T4,A3.2,T4,FC
15,17,108,54,E1,,70.19683999554223,-148.4245289,8/16/20,Airport_T4,A3.2,T4,T
16,12,>100,44,M2d,,70.19684686189882,-148.4245459,8/16/20,Airport_T4,A3.2,T4,FC
17,13,83,49,M2d,,70.19685372825379,-148.4245629,8/16/20,Airport_T4,A3.2,T4,FC
18,17,>100,54,M2d,,70.19686059460713,-148.4245799,8/16/20,Airport_T4,A3.2,T4,FC
19,19,100,40,M2d,,70.19686746095887,-148.4245969,8/16/20,Airport_T4,A3.2,T4,FC
20,38,>100,43,E1,,70.19687432730899,-148.4246139,8/16/20,Airport_T4,A3.2,T4,T
21,60,>100,0,E1,,70.19688119,-148.4246309,8/16/20,Airport_T4,A3.2,T4,T
22,30,>100,58,E1,,70.19688806000441,-148.4246479,8/16/20,Airport_T4,A3.2,T4,T
23,27,>100,64,E1,,70.19689493,-148.4246648,8/16/20,Airport_T4,A3.2,T4,T
24,25,>100,52,M2d,,70.19690179269338,-148.4246818,8/16/20,Airport_T4,A3.2,T4,FC
25,30,>100,54,M2d,,70.19690865903543,-148.4246988,8/16/20,Airport_T4,A3.2,T4,FC
26,38,>100,53,E1,,70.19691552537589,-148.4247158,8/16/20,Airport_T4,A3.2,T4,T
27,30,>100,50,E1,,70.19692239171471,-148.4247328,8/16/20,Airport_T4,A3.2,T4,T
28,55,>100,70,E1,,70.19692925805194,-148.4247498,8/16/20,Airport_T4,A3.2,T4,T
29,56,>100,75,E1,,70.19693612438755,-148.4247668,8/16/20,Airport_T4,A3.2,T4,T
30,49,>100,66,E1,,70.19694299072154,-148.4247838,8/16/20,Airport_T4,A3.2,T4,T
31,35,>100,59,E1,,70.19694985705392,-148.4248008,8/16/20,Airport_T4,A3.2,T4,T
32,28,>100,66,E1,,70.19695672338469,-148.4248178,8/16/20,Airport_T4,A3.2,T4,T
33,32,65,55,E1,,70.19696358971385,-148.4248348,8/16/20,Airport_T4,A3.2,T4,T
34,35,83,64,E1,,70.19697045604138,-148.4248518,8/16/20,Airport_T4,A3.2,T4,T
35,57,66,78,E1,,70.19697732236732,-148.4248688,8/16/20,Airport_T4,A3.2,T4,T
36,68,72,0,W,,70.19698418869163,-148.4248858,8/16/20,Airport_T4,A3.2,T4,T
37,79,66,0,W,,70.19699105501434,-148.4249028,8/16/20,Airport_T4,A3.2,T4,T
38,86,56,0,W,,70.19699792133542,-148.4249197,8/16/20,Airport_T4,A3.2,T4,T
39,50,80,70,E1,,70.19700479,-148.4249367,8/16/20,Airport_T4,A3.2,T4,FC
40,39,52,66,E1,,70.19701165397277,-148.4249537,8/16/20,Airport_T4,A3.2,T4,FC
41,26,59,55,E1,,70.19701852028902,-148.4249707,8/16/20,Airport_T4,A3.2,T4,FC
42,34,53,68,E1,,70.19702538660366,-148.4249877,8/16/20,Airport_T4,A3.2,T4,FC
43,23,59,46,E1,,70.19703225291667,-148.4250047,8/16/20,Airport_T4,A3.2,T4,FC
44,29,64,69,E1,,70.19703912,-148.4250217,8/16/20,Airport_T4,A3.2,T4,FC
45,36,52,59,E1,,70.19704598553788,-148.4250387,8/16/20,Airport_T4,A3.2,T4,FC
46,37,60,52,E1,,70.19705285184608,-148.4250557,8/16/20,Airport_T4,A3.2,T4,FC
47,32,55,58,E1,,70.19705971815264,-148.4250727,8/16/20,Airport_T4,A3.2,T4,FC
48,70,48,0,E1,,70.19706658,-148.4250897,8/16/20,Airport_T4,A3.2,T4,FC
49,48,65,69,W,,70.19707345076095,-148.4251067,8/16/20,Airport_T4,A3.2,T4,T
50,31,65,55,E1,,70.19708031706269,-148.4251237,8/16/20,Airport_T4,A3.2,T4,T
51,24,60,45,E1,,70.19708718336281,-148.4251407,8/16/20,Airport_T4,A3.2,T4,FC
52,14,64,48,M2d,,70.19709405,-148.4251577,8/16/20,Airport_T4,A3.2,T4,FC
53,10,58,52,M2d,,70.19710092,-148.4251747,8/16/20,Airport_T4,A3.2,T4,FC
54,14,57,44,M2d,,70.19710778225348,-148.4251916,8/16/20,Airport_T4,A3.2,T4,FC
55,13,53,47,M2d,,70.19711464854714,-148.4252086,8/16/20,Airport_T4,A3.2,T4,FC
56,13,54,41,M2d,,70.19712151483921,-148.4252256,8/16/20,Airport_T4,A3.2,T4,FC
57,8,56,47,M2d,,70.19712838112964,-148.4252426,8/16/20,Airport_T4,A3.2,T4,FC
58,13,54,40,M2d,,70.19713524741847,-148.4252596,8/16/20,Airport_T4,A3.2,T4,FC
59,12,55,40,M2d,,70.19714211370568,-148.4252766,8/16/20,Airport_T4,A3.2,T4,FC
60,8,57,40,M2d,,70.19714897999128,-148.4252936,8/16/20,Airport_T4,A3.2,T4,FC
61,10,52,94,M2d,,70.19715584627528,-148.4253106,8/16/20,Airport_T4,A3.2,T4,FC
62,6,54,35,M2d,,70.19716271255766,-148.4253276,8/16/20,Airport_T4,A3.2,T4,FC
63,2,52,46,M2d,,70.19716957883841,-148.4253446,8/16/20,Airport_T4,A3.2,T4,FC
64,6,56,37,M2d,,70.19717644511755,-148.4253616,8/16/20,Airport_T4,A3.2,T4,R
65,10,46,40,M2d,,70.19718331,-148.4253786,8/16/20,Airport_T4,A3.2,T4,R
66,9,53,42,E1,,70.19719017767102,-148.4253956,8/16/20,Airport_T4,A3.2,T4,T
67,5,53,38,U4d,,70.19719704394532,-148.4254126,8/16/20,Airport_T4,A3.2,T4,R
68,4,56,37,M2d,,70.19720391021802,-148.4254296,8/16/20,Airport_T4,A3.2,T4,FC
69,7,51,49,M2d,,70.19721078,-148.4254466,8/16/20,Airport_T4,A3.2,T4,FC
70,10,50,29,M2d,,70.19721764275857,-148.4254635,8/16/20,Airport_T4,A3.2,T4,R
71,14,41,44,M2d,,70.19722450902643,-148.4254805,8/16/20,Airport_T4,A3.2,T4,FC
72,21,35,47,E1,,70.19723137529267,-148.4254975,8/16/20,Airport_T4,A3.2,T4,FC
73,16,38,50,E1,,70.19723824,-148.4255145,8/16/20,Airport_T4,A3.2,T4,FC
74,21,43,49,E1,,70.19724510782032,-148.4255315,8/16/20,Airport_T4,A3.2,T4,FC
75,4,55,50,U4d,,70.19725197408172,-148.4255485,8/16/20,Airport_T4,A3.2,T4,R
76,5,52,35,M2d,,70.19725884034152,-148.4255655,8/16/20,Airport_T4,A3.2,T4,FC
77,7,50,51,M2d,,70.19726571,-148.4255825,8/16/20,Airport_T4,A3.2,T4,FC
78,8,52,47,M2d,,70.19727257285626,-148.4255995,8/16/20,Airport_T4,A3.2,T4,FC
79,10,54,53,M2d,,70.19727943911121,-148.4256165,8/16/20,Airport_T4,A3.2,T4,FC
80,17,58,45,M2d,,70.19728630536454,-148.4256335,8/16/20,Airport_T4,A3.2,T4,FC
81,12,70,0,gravel,,70.19729317161628,-148.4256505,8/16/20,Airport_T4,A3.2,T4,FC
82,10,74,0,gravel,,70.19730003786638,-148.4256675,8/16/20,Airport_T4,A3.2,T4,FC
83,10,80,0,gravel,,70.1973069,-148.4256845,8/16/20,Airport_T4,A3.2,T4,FC
84,11,77,0,gravel,,70.19731377036177,-148.4257015,8/16/20,Airport_T4,A3.2,T4,FC
85,8,77,0,gravel,,70.19732063660705,-148.4257185,8/16/20,Airport_T4,A3.2,T4,FC
86,13,63,0,gravel,,70.1973275,-148.4257355,8/16/20,Airport_T4,A3.2,T4,FC
87,12,55,54,M2d,,70.19733436909274,-148.4257524,8/16/20,Airport_T4,A3.2,T4,FC
88,12,52,39,M2d,,70.19734123533317,-148.4257694,8/16/20,Airport_T4,A3.2,T4,FC
89,15,47,52,M2d,,70.1973481,-148.4257864,8/16/20,Airport_T4,A3.2,T4,FC
90,15,49,57,M2d,,70.19735497,-148.4258034,8/16/20,Airport_T4,A3.2,T4,FC
91,4,56,43,M2d,,70.19736183,-148.4258204,8/16/20,Airport_T4,A3.2,T4,FC
92,9,48,37,U4d,,70.19736870027877,-148.4258374,8/16/20,Airport_T4,A3.2,T4,R
93,14,45,49,E1,,70.19737556651114,-148.4258544,8/16/20,Airport_T4,A3.2,T4,T
94,13,46,44,E1,,70.19738243,-148.4258714,8/16/20,Airport_T4,A3.2,T4,T
95,9,50,48,M2d,,70.19738929897103,-148.4258884,8/16/20,Airport_T4,A3.2,T4,FC
96,10,45,39,M2d,,70.19739616519857,-148.4259054,8/16/20,Airport_T4,A3.2,T4,FC
97,4,48,45,M2d,,70.19740303142447,-148.4259224,8/16/20,Airport_T4,A3.2,T4,FC
98,9,47,48,M2d,,70.19740989764878,-148.4259394,8/16/20,Airport_T4,A3.2,T4,FC
99,5,51,42,M2d,,70.19741676387147,-148.4259564,8/16/20,Airport_T4,A3.2,T4,FC
100,9,48,48,M2d,,70.19742363009254,-148.4259734,8/16/20,Airport_T4,A3.2,T4,FC
0,5,,,E1,T,70.232016,-148.447933,8/23/21,NIRPO_T6,A3.3,T6,
1,7,48,30,E1,T,70.23201444352193,-148.4479591,8/23/21,NIRPO_T6,A3.3,T6,
2,7,45,30,E1,T,70.23201288704009,-148.4479852,8/23/21,NIRPO_T6,A3.3,T6,
3,0,51,16,U3,R,70.23201133055446,-148.4480112,8/23/21,NIRPO_T6,A3.3,T6,
4,0,42,10,U3,R,70.23200977406505,-148.4480373,8/23/21,NIRPO_T6,A3.3,T6,
5,0,41,18,U4,R,70.23200821757186,-148.4480634,8/23/21,NIRPO_T6,A3.3,T6,
6,0,43,12,U3,R,70.23200666107489,-148.4480895,8/23/21,NIRPO_T6,A3.3,T6,
7,0,40,15,U4,R,70.23200510457413,-148.4481156,8/23/21,NIRPO_T6,A3.3,T6,
8,0,43,7,U3,FC,70.23200355,-148.4481416,8/23/21,NIRPO_T6,A3.3,T6,
9,0,35,8,U4,FC,70.23200199156128,-148.4481677,8/23/21,NIRPO_T6,A3.3,T6,
10,0,33,11,U4,FC,70.23200043504919,-148.4481938,8/23/21,NIRPO_T6,A3.3,T6,
11,0,30,11,U2,FC,70.23199888,-148.4482199,8/23/21,NIRPO_T6,A3.3,T6,
12,0,35,15,U4,FC,70.23199732201364,-148.448246,8/23/21,NIRPO_T6,A3.3,T6,
13,0,40,11,U4,FC,70.23199577,-148.448272,8/23/21,NIRPO_T6,A3.3,T6,
14,0,45,11,U4,FC,70.23199420896297,-148.4482981,8/23/21,NIRPO_T6,A3.3,T6,
15,0,46,13,U3,FC,70.23199265243197,-148.4483242,8/23/21,NIRPO_T6,A3.3,T6,
16,0,37,15,U4,R,70.23199109589719,-148.4483503,8/23/21,NIRPO_T6,A3.3,T6,
17,0,48,14,U4,R,70.23198953935862,-148.4483764,8/23/21,NIRPO_T6,A3.3,T6,
18,0,60,20,U4,R,70.23198798281626,-148.4484024,8/23/21,NIRPO_T6,A3.3,T6,
19,21,57,35,E1,T,70.23198642627014,-148.4484285,8/23/21,NIRPO_T6,A3.3,T6,
20,31,49,15,E1,T,70.23198486972024,-148.4484546,8/23/21,NIRPO_T6,A3.3,T6,
21,0,37,23,E1,T,70.23198331316652,-148.4484807,8/23/21,NIRPO_T6,A3.3,T6,
22,0,45,21,U4,FC,70.23198175660906,-148.4485067,8/23/21,NIRPO_T6,A3.3,T6,
23,0,53,21,U4,FC,70.2319802,-148.4485328,8/23/21,NIRPO_T6,A3.3,T6,
24,0,45,20,U4,FC,70.23197864348276,-148.4485589,8/23/21,NIRPO_T6,A3.3,T6,
25,0,48,21,U4,FC,70.23197708691394,-148.448585,8/23/21,NIRPO_T6,A3.3,T6,
26,0,47,22,U4,FC,70.23197553034134,-148.4486111,8/23/21,NIRPO_T6,A3.3,T6,
27,0,50,9,U4,FC,70.23197397376497,-148.4486371,8/23/21,NIRPO_T6,A3.3,T6,
28,0,50,17,U4,FC,70.23197242,-148.4486632,8/23/21,NIRPO_T6,A3.3,T6,
29,0,45,18,U2,FC,70.23197086060085,-148.4486893,8/23/21,NIRPO_T6,A3.3,T6,
30,0,39,22,U2,FC,70.23196930401313,-148.4487154,8/23/21,NIRPO_T6,A3.3,T6,
31,0,40,15,U4,R,70.23196774742162,-148.4487415,8/23/21,NIRPO_T6,A3.3,T6,
32,0,40,21,U4,R,70.23196619082634,-148.4487675,8/23/21,NIRPO_T6,A3.3,T6,
33,0,44,10,U3,R,70.23196463422727,-148.4487936,8/23/21,NIRPO_T6,A3.3,T6,
34,0,60,30,U4,R,70.23196307762441,-148.4488197,8/23/21,NIRPO_T6,A3.3,T6,
35,24,55,15,E1,P,70.23196152101778,-148.4488458,8/23/21,NIRPO_T6,A3.3,T6,
36,52,48,14,W,P,70.23195996440737,-148.4488719,8/23/21,NIRPO_T6,A3.3,T6,
37,48,50,14,W,P,70.23195840779317,-148.4488979,8/23/21,NIRPO_T6,A3.3,T6,
38,38,50,10,W,P,70.23195685,-148.448924,8/23/21,NIRPO_T6,A3.3,T6,
39,0,65,17,E1,P,70.23195529455344,-148.4489501,8/23/21,NIRPO_T6,A3.3,T6,
40,0,62,13,U3,R,70.23195373792791,-148.4489762,8/23/21,NIRPO_T6,A3.3,T6,
41,0,43,7,U3,R,70.23195218129858,-148.4490023,8/23/21,NIRPO_T6,A3.3,T6,
42,0,40,15,U3,R,70.23195062466547,-148.4490283,8/23/21,NIRPO_T6,A3.3,T6,
43,0,44,18,U3,R,70.23194907,-148.4490544,8/23/21,NIRPO_T6,A3.3,T6,
44,0,45,10,U3,R,70.23194751138793,-148.4490805,8/23/21,NIRPO_T6,A3.3,T6,
45,0,50,18,U3,R,70.23194595474348,-148.4491066,8/23/21,NIRPO_T6,A3.3,T6,
46,0,50,13,U3,R,70.23194439809525,-148.4491327,8/23/21,NIRPO_T6,A3.3,T6,
47,0,43,14,U3,R,70.23194284144324,-148.4491587,8/23/21,NIRPO_T6,A3.3,T6,
48,0,42,20,U3,R,70.23194128478745,-148.4491848,8/23/21,NIRPO_T6,A3.3,T6,
49,0,47,16,U3,R,70.23193972812788,-148.4492109,8/23/21,NIRPO_T6,A3.3,T6,
50,0,44,17,U3,R,70.23193817146453,-148.449237,8/23/21,NIRPO_T6,A3.3,T6,
51,0,45,18,U3,R,70.23193661479739,-148.4492631,8/23/21,NIRPO_T6,A3.3,T6,
52,0,44,22,U2,R,70.23193505812648,-148.4492891,8/23/21,NIRPO_T6,A3.3,T6,
53,12,63,30,E1,P,70.23193350145178,-148.4493152,8/23/21,NIRPO_T6,A3.3,T6,
54,27,61,0,W,P,70.23193194,-148.4493413,8/23/21,NIRPO_T6,A3.3,T6,
55,33,56,19,CALGIG,P,70.23193038809103,-148.4493674,8/23/21,NIRPO_T6,A3.3,T6,
56,32,61,16,CALGIG,P,70.23192883,-148.4493934,8/23/21,NIRPO_T6,A3.3,T6,
57,36,54,2,SCOSCO,P,70.23192727471518,-148.4494195,8/23/21,NIRPO_T6,A3.3,T6,
58,37,57,18,"CALGIG,HIPVUL",P,70.23192571802157,-148.4494456,8/23/21,NIRPO_T6,A3.3,T6,
59,36,62,11,CALGIG,P,70.23192416132419,-148.4494717,8/23/21,NIRPO_T6,A3.3,T6,
60,43,55,0,W,P,70.23192260462302,-148.4494978,8/23/21,NIRPO_T6,A3.3,T6,
61,42,56,0,W,P,70.23192104791806,-148.4495238,8/23/21,NIRPO_T6,A3.3,T6,
62,42,52,0,W,P,70.23191949120934,-148.4495499,8/23/21,NIRPO_T6,A3.3,T6,
63,36,52,10,HIPFUL,P,70.23191793449683,-148.449576,8/23/21,NIRPO_T6,A3.3,T6,
64,29,53,40,E1,P,70.23191637778054,-148.4496021,8/23/21,NIRPO_T6,A3.3,T6,
65,22,49,0,W,P,70.23191482106046,-148.4496282,8/23/21,NIRPO_T6,A3.3,T6,
66,13,48,13,E1,P,70.23191326433661,-148.4496542,8/23/21,NIRPO_T6,A3.3,T6,
67,0,39,12,U4,R,70.23191170760897,-148.4496803,8/23/21,NIRPO_T6,A3.3,T6,
68,0,35,15,U3,R,70.23191015087755,-148.4497064,8/23/21,NIRPO_T6,A3.3,T6,
69,0,46,20,U3,R,70.23190859414235,-148.4497325,8/23/21,NIRPO_T6,A3.3,T6,
70,0,54,11,U3,R,70.23190703740337,-148.4497586,8/23/21,NIRPO_T6,A3.3,T6,
71,0,50,18,U4,R,70.23190548066061,-148.4497846,8/23/21,NIRPO_T6,A3.3,T6,
72,0,45,23,U4,R,70.23190392391407,-148.4498107,8/23/21,NIRPO_T6,A3.3,T6,
73,0,43,3,U2,R,70.23190236716374,-148.4498368,8/23/21,NIRPO_T6,A3.3,T6,
74,0,48,17,U3,R,70.23190081040964,-148.4498629,8/23/21,NIRPO_T6,A3.3,T6,
75,0,35,21,U4,T,70.23189925365176,-148.449889,8/23/21,NIRPO_T6,A3.3,T6,
76,0,52,20,U3,R,70.23189769689009,-148.449915,8/23/21,NIRPO_T6,A3.3,T6,
77,0,40,3,U3,R,70.23189614012463,-148.4499411,8/23/21,NIRPO_T6,A3.3,T6,
78,0,52,17,U2,R,70.23189458,-148.4499672,8/23/21,NIRPO_T6,A3.3,T6,
79,0,44,12,U2,LC,70.23189303,-148.4499933,8/23/21,NIRPO_T6,A3.3,T6,
80,0,38,13,U2,LC,70.23189147,-148.4500194,8/23/21,NIRPO_T6,A3.3,T6,
81,0,40,22,U4,R,70.23188991302501,-148.4500454,8/23/21,NIRPO_T6,A3.3,T6,
82,0,40,21,U2,R,70.23188835624066,-148.4500715,8/23/21,NIRPO_T6,A3.3,T6,
83,0,49,20,U3,R,70.23188679945252,-148.4500976,8/23/21,NIRPO_T6,A3.3,T6,
84,0,47,24,U3,R,70.23188524266061,-148.4501237,8/23/21,NIRPO_T6,A3.3,T6,
85,0,43,18,U4,R,70.23188369,-148.4501497,8/23/21,NIRPO_T6,A3.3,T6,
86,0,49,20,U4,R,70.23188212906543,-148.4501758,8/23/21,NIRPO_T6,A3.3,T6,
87,0,44,3,U3,B,70.23188057226216,-148.4502019,8/23/21,NIRPO_T6,A3.3,T6,
88,0,52,17,U3,R,70.23187901545512,-148.450228,8/23/21,NIRPO_T6,A3.3,T6,
89,0,47,16,U2,R,70.23187745864429,-148.4502541,8/23/21,NIRPO_T6,A3.3,T6,
90,0,41,20,U3,R,70.23187590182968,-148.4502801,8/23/21,NIRPO_T6,A3.3,T6,
91,0,43,22,U4,R,70.23187434501129,-148.4503062,8/23/21,NIRPO_T6,A3.3,T6,
92,0,33,22,U4,T,70.23187278818912,-148.4503323,8/23/21,NIRPO_T6,A3.3,T6,
93,0,33,15,U4,T,70.23187123136317,-148.4503584,8/23/21,NIRPO_T6,A3.3,T6,
94,0,46,21,U4,T,70.23186967453344,-148.4503845,8/23/21,NIRPO_T6,A3.3,T6,
95,0,49,16,U3,FC,70.23186811769993,-148.4504105,8/23/21,NIRPO_T6,A3.3,T6,
96,0,44,16,U3,FC,70.23186656086264,-148.4504366,8/23/21,NIRPO_T6,A3.3,T6,
97,0,44,14,U3,FC,70.23186500402156,-148.4504627,8/23/21,NIRPO_T6,A3.3,T6,
98,0,44,22,U4,FC,70.23186344717669,-148.4504888,8/23/21,NIRPO_T6,A3.3,T6,
99,0,45,19,U3,FC,70.23186189032806,-148.4505149,8/23/21,NIRPO_T6,A3.3,T6,
100,0,24,,U4,T,70.23186033347564,-148.4505409,8/23/21,NIRPO_T6,A3.3,T6,
101,0,34,26,U2,T,70.23185877661943,-148.450567,8/23/21,NIRPO_T6,A3.3,T6,
102,0,37,24,U4,FC,70.23185721975946,-148.4505931,8/23/21,NIRPO_T6,A3.3,T6,
103,0,41,22,U4,FC,70.23185566,-148.4506192,8/23/21,NIRPO_T6,A3.3,T6,
104,0,28,18,M2,T,70.23185410602814,-148.4506453,8/23/21,NIRPO_T6,A3.3,T6,
105,0,32,3,M2,T,70.23185254915681,-148.4506713,8/23/21,NIRPO_T6,A3.3,T6,
106,0,39,26,M2,T,70.23185099228171,-148.4506974,8/23/21,NIRPO_T6,A3.3,T6,
107,0,55,30,U3,R,70.23184943540281,-148.4507235,8/23/21,NIRPO_T6,A3.3,T6,
108,0,59,40,U3,R,70.23184787852014,-148.4507496,8/23/21,NIRPO_T6,A3.3,T6,
109,21,41,15,E1,P,70.23184632,-148.4507756,8/23/21,NIRPO_T6,A3.3,T6,
110,33,51,5,W,P,70.23184476474346,-148.4508017,8/23/21,NIRPO_T6,A3.3,T6,
111,44,49,5,W,P,70.23184320784944,-148.4508278,8/23/21,NIRPO_T6,A3.3,T6,
112,45,46,5,W,P,70.23184165095165,-148.4508539,8/23/21,NIRPO_T6,A3.3,T6,
113,21,49,15,W,P,70.23184009405007,-148.45088,8/23/21,NIRPO_T6,A3.3,T6,
114,0,44,25,U4,FC,70.23183853714471,-148.450906,8/23/21,NIRPO_T6,A3.3,T6,
115,0,47,21,U3,HC,70.23183698023557,-148.4509321,8/23/21,NIRPO_T6,A3.3,T6,
116,0,46,21,U3,HC,70.23183542332265,-148.4509582,8/23/21,NIRPO_T6,A3.3,T6,
117,0,48,23,U3,HC,70.23183386640595,-148.4509843,8/23/21,NIRPO_T6,A3.3,T6,
118,0,53,18,U4,HC,70.23183230948547,-148.4510104,8/23/21,NIRPO_T6,A3.3,T6,
119,0,55,14,U4,R,70.23183075,-148.4510364,8/23/21,NIRPO_T6,A3.3,T6,
120,0,50,22,E1,P,70.23182919563315,-148.4510625,8/23/21,NIRPO_T6,A3.3,T6,
121,0,47,25,M2,T,70.23182763870132,-148.4510886,8/23/21,NIRPO_T6,A3.3,T6,
122,0,49,26,U3,R,70.23182608176572,-148.4511147,8/23/21,NIRPO_T6,A3.3,T6,
123,0,42,22,U4,R,70.23182452482632,-148.4511408,8/23/21,NIRPO_T6,A3.3,T6,
124,0,43,16,U4,R,70.23182296788315,-148.4511668,8/23/21,NIRPO_T6,A3.3,T6,
125,0,48,18,U4,F,70.23182141093619,-148.4511929,8/23/21,NIRPO_T6,A3.3,T6,
126,0,52,12,U3,F,70.23181985398546,-148.451219,8/23/21,NIRPO_T6,A3.3,T6,
127,0,42,7,U4,FC,70.23181829703094,-148.4512451,8/23/21,NIRPO_T6,A3.3,T6,
128,0,41,11,U4,FC,70.23181674007265,-148.4512711,8/23/21,NIRPO_T6,A3.3,T6,
129,0,42,10,U4,FC,70.23181518311057,-148.4512972,8/23/21,NIRPO_T6,A3.3,T6,
130,0,39,15,U4,FC,70.23181362614471,-148.4513233,8/23/21,NIRPO_T6,A3.3,T6,
131,0,41,18,U4,FC,70.23181206917506,-148.4513494,8/23/21,NIRPO_T6,A3.3,T6,
132,0,43,17,U2,FC,70.23181051220163,-148.4513755,8/23/21,NIRPO_T6,A3.3,T6,
133,0,41,18,U4,FC,70.23180895522444,-148.4514015,8/23/21,NIRPO_T6,A3.3,T6,
134,0,42,13,U4,FC,70.23180739824346,-148.4514276,8/23/21,NIRPO_T6,A3.3,T6,
135,0,46,11,U3,R,70.23180584125869,-148.4514537,8/23/21,NIRPO_T6,A3.3,T6,
136,0,35,18,U4,T,70.23180428427014,-148.4514798,8/23/21,NIRPO_T6,A3.3,T6,
137,0,34,22,U4,T,70.23180272727781,-148.4515059,8/23/21,NIRPO_T6,A3.3,T6,
138,0,42,17,U4,R,70.23180117,-148.4515319,8/23/21,NIRPO_T6,A3.3,T6,
139,0,40,18,U4,FC,70.23179961328181,-148.451558,8/23/21,NIRPO_T6,A3.3,T6,
140,0,38,16,U4,FC,70.23179805627814,-148.4515841,8/23/21,NIRPO_T6,A3.3,T6,
141,0,38,17,U4,FC,70.23179649927069,-148.4516102,8/23/21,NIRPO_T6,A3.3,T6,
142,0,40,15,U4,R,70.23179494225946,-148.4516363,8/23/21,NIRPO_T6,A3.3,T6,
143,0,38,12,U4,R,70.23179338524443,-148.4516623,8/23/21,NIRPO_T6,A3.3,T6,
144,0,28,9,U4,T,70.23179182822564,-148.4516884,8/23/21,NIRPO_T6,A3.3,T6,
145,0,45,15,U4,FC,70.23179027120305,-148.4517145,8/23/21,NIRPO_T6,A3.3,T6,
146,0,40,13,U4,FC,70.23178871,-148.4517406,8/23/21,NIRPO_T6,A3.3,T6,
147,0,47,16,U4,FC,70.23178715714656,-148.4517666,8/23/21,NIRPO_T6,A3.3,T6,
148,0,45,15,U4,FC,70.23178560011263,-148.4517927,8/23/21,NIRPO_T6,A3.3,T6,
149,0,47,21,U4,FC,70.23178404307492,-148.4518188,8/23/21,NIRPO_T6,A3.3,T6,
150,0,43,10,U4,R,70.23178248603344,-148.4518449,8/23/21,NIRPO_T6,A3.3,T6,
151,0,42,16,U4,T,70.23178092898817,-148.451871,8/23/21,NIRPO_T6,A3.3,T6,
152,0,41,21,U4,R,70.23177937193913,-148.451897,8/23/21,NIRPO_T6,A3.3,T6,
153,0,58,20,U4,R,70.23177781,-148.4519231,8/23/21,NIRPO_T6,A3.3,T6,
154,0,45,12,U4,FC,70.23177625782968,-148.4519492,8/23/21,NIRPO_T6,A3.3,T6,
155,0,47,13,U4,FC,70.2317747,-148.4519753,8/23/21,NIRPO_T6,A3.3,T6,
156,0,44,15,U4,FC,70.23177314370511,-148.4520014,8/23/21,NIRPO_T6,A3.3,T6,
157,0,41,18,U4,FC,70.23177158663717,-148.4520274,8/23/21,NIRPO_T6,A3.3,T6,
158,0,40,16,U4,FC,70.23177002956542,-148.4520535,8/23/21,NIRPO_T6,A3.3,T6,
159,0,33,13,U4,FC,70.23176847,-148.4520796,8/23/21,NIRPO_T6,A3.3,T6,
160,0,43,16,U4,FC,70.23176691541062,-148.4521057,8/23/21,NIRPO_T6,A3.3,T6,
161,0,55,19,U4,FC,70.23176535832754,-148.4521318,8/23/21,NIRPO_T6,A3.3,T6,
162,15,51,20,E1,P,70.23176380124067,-148.4521578,8/23/21,NIRPO_T6,A3.3,T6,
163,33,51,0,W,P,70.23176224415002,-148.4521839,8/23/21,NIRPO_T6,A3.3,T6,
164,34,48,13,CALGIG,P,70.23176068705561,-148.45221,8/23/21,NIRPO_T6,A3.3,T6,
165,36,42,10,CALGIG,P,70.23175913,-148.4522361,8/23/21,NIRPO_T6,A3.3,T6,
166,0,50,28,E1,T,70.23175757285541,-148.4522621,8/23/21,NIRPO_T6,A3.3,T6,
167,0,51,20,U3,FC,70.23175601574965,-148.4522882,8/23/21,NIRPO_T6,A3.3,T6,
