SiteIDYear,SiteID,SiteIDShort,SiteIDFld,Project,Date,Time,Year,ObservEnv,ObservVeg,ObservSoil,ObservWat,ObservDLog,ObservOther,LocBiome,LocEcoregion,LocLandmark,LocCode,LatWGS84,LonWGS84,ElevEllip_m,LatNAD83-11,LonNAD83-11,ElevOrtho_m,ElevMeth,PlotType,PlotSize_m,PlotRepeat,PlotPhotos,PlotVegID,PlotSoilID,PlotWatID,PlotDlogID,Treatment,TreatAggr,Physiog,Slope_deg,Aspect_deg,Aspect_Card,GeomSurfFld,GeomSurfFnl,GeomSurfAlt,GeomSubFld,GeomSubFnl,GeomSurfSub,GeomDom,GeomAggr,TopoMacro,TopoMicro,TopoRelief_cm,TopoDepress_m,TkarstType,TKarstStage,TKarstStageAlt,SurfRockPct,SurfFrostScarPct,WaterDep_cm,WaterAbvBlw,WaterSat30,WaterRegNWI,WaterpH,WaterEC_uScm,SoilpH10,SoilpH40,SoilpHGrad,SoilEC10_uScm,SitepH,SiteEC_uScm,SiteChem,SoilMotlDep_cm,SoilGleyDep_cm,SoilDrainage,SoilMoisture,SoilHydric,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilTxtMin40,SoilTxtDom40,SoilSiltThk_cm,SoilRockDep_cm,SoilThawDep_cm,SoilFrostBot_cm,SoilCryoturb,SoilPFrost,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,SoilMethod,SoilClassFld,SoilClassFnl,SoilClassEd,SoilLandscape,VegClass4Fld,VegClass4Fnl,VegClass4Alt,VegStruct,VegDomSpec,VegFlorClass,VegMethod,VegQual,DisturbClass,DisturbYear,DisturbInterv,EcotypeFld,EcotypeLvl8,Wetland,NotesFld,NotesOff,ClimMAAT_C,ClimMAP_mm,ClimMethod,DataRevEnv,DataRevSoil,DataRevVeg,DataOrigin,OutlierEnv,OutlierVeg,References,WaterStore_m,CarbStock_kgm2,CarbWat_SumDepth,CarbStock_PostTK_kgm2,FolderPath,FolderStatus,WebSiteUploadTxt
ARU-LDTL1-2020,ARU-LDTL1,ARU-LDTL1,ARU-LDTL1,SERDP Hab-Bird,9/4/20 0:00,1540,2020,Jorg,Jorg,na,n,n,n,B,Tanana_Kuskokwim Lowlands,Creamers Field,CF,64.86,-147.73,136,0,0,,gps-recr,Soil-Veg,3mrad,0,y,ARU-LDTL1,na,na,na,P-OW,,P,0,0,,Wlsct,Wlsct,Wldct,Fmob,,,Wlsct,,W,W,0,0,LS,DP,,0,0,100,a,y,Np,6.9,393,999,999,,999,6.9,393,c,999,999,f,a,y,999,999,0,w,W,9999,9999,999,999,u,A,999,9999,n,n,n,,,,BPW,wf,wf,wf,LS,water,nd,o,c,ngt,0,0,pwaclw,BPDL,,abundantstandingtrees.aru6mfromwater,,0,0,,,,,,,,,0,0,0,,,,
ARU-ldtl2-2020,ARU-ldtl2,ARU-ldtl2,ARU-ldtl2,SERDP Hab-Bird,7/1/20 0:00,1530,2020,tricianelsen,MTJ,Jorgenson,n,n,n,B,Tanana_Kuskokwim Lowlands,transmitterroad,YTA,64.76,-147.04,175,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-ldtl2,na,na,na,P-OW,,P,0,0,,Wldct,Wldct,na,na,,,Wldct,,w,w,0,0,ld,dc,,0,0,200,a,y,np,6.6,110,999,999,,999,6.6,110,c,999,999,f,a,y,999,999,0,w,W,9999,9999,999,999,u,U,999,9999,n,n,n,,,,BPW,haf,haf,hafp,AF,water,nd,o,p,ngt,0,0,llacow,BPDL,,bogmeadow?,,0,0,,,,,,,,,0,0,0,,,,
ARU-LLSD1-2020,ARU-LLSD1,ARU-LLSD1,ARU-LLSD1,SERDP Hab-Bird,7/9/20 0:00,11:18am,2020,"jorg,genet","jorg,genet","jorg,genet",n,n,n,B,Tanana_Kuskokwim Lowlands,BNZ,BNZ,64.71,-148.29,133,0,0,,gps-recr,Soil-Veg,10mradius,0,y,ARU-LLSD1,ARU-LLSD1-2020,na,na,L-LS,,L,0,0,,ell,ell,ell,ell,,,ell,,F,fh,30,0,na,na,,0,0,-18,B,y,Nsa,999,999,5.5,999,,98,5.5,98,A,20,999,Ps,W,y,12,12,0,L,L,9999,9999,56,999,A,P,999,56,y,n,LT,,,,BLL,Fnwbs,Fnwbs,Fnwbs,WN,hylspl-ledgro-aulpal-picmar-vaculi-pelapt,nd,O,C,A,0,0,llwanf,BLWNW,,1983RosieCreekFire,,0,0,,,,,,,,,0,0,0,,,,
ARU-LLSD3-2020,ARU-LLSD3,ARU-LLSD3,ARU-LLSD3,SERDP Hab-Bird,7/9/20 0:00,12:30pm,2020,"jorg,genet","jorg,genet","jorg,genet",n,n,n,B,Tanana_Kuskokwim Lowlands,BNZ,BNZ,64.71,-148.28,134,0,0,,gps-recr,Soil-Veg,10mradius,0,y,ARU-LLSD3,ARU-LLSD3-2020,na,na,L-LS,,L,0,0,,ell,ell,ell,ell,,,ell,,F,fh,20,0,na,na,,0,0,-50,B,n,U,999,999,4.3,999,,153,4.3,153,A,18,30,Ps,W,y,10,10,0,L,L,9999,9999,53,999,P,P,999,53,y,n,LT,,,,BLL,Fnwbs,Fnwbs,Fnwbs,WN,cladon-ledgro-pelapt-vaculi-picmar-equpra,nd,O,C,A,0,0,llwanf,BLWNW,,1983RosieCreekFire,,0,0,,,,,,,,,0,0,0,,,,
ARU-lwbf4-2020,ARU-lwbf4,ARU-lwbf4,ARU-lwbf4,SERDP Hab-Bird,7/1/20 0:00,,2020,tricianelsen,MTJ,MTJ,n,n,n,B,Tanana-Kuskokwim Lowlands,transmitterroad,YTA,64.75,-147.05,193,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-LWBF4,Need,na,na,L-BF,BLO,L,0,0,,ell,ell,ell,fbob,,,ell,,f,n,10,0,na,nd,,0,0,-8,B,y,nsa,5.8,88,999,999,,999,5.8,88,c,999,25,p,w,y,25,25,0,l,O,9999,9999,999,999,a,A,999,130,y,n,lt,,,,BLO,fbcba,fbcba,fmcsb,FB,betneo-corcan-equsyl-picgla-popbal-poptre,nd,o,c,a,0,0,lowcbf,BLWBW,,oneweekafterheavyrain,,0,0,,,,,,,,,0,0,0,,,,
ARU-lwbfx-2020,ARU-lwbfx,ARU-lwbfx,ARU-lwbfx,SERDP Hab-Bird,8/19/20 0:00,1035am,2020,taylor,jorg,jorg,n,n,n,B,Tanana-Kuskokwim Lowlands,tananabridge,TB,64.54,-147.09,187,0,0,,gps-recr,Soil-Veg,10mrad,0,y,ARU-LWBFX,ARU-lwbfx-2020,na,na,L-BF,,L,0,0,,fbob,fbob,fmoi,fboa,,,fbob,,fi,n,10,0,na,na,,0,0,999,b,n,u,999,999,5.1,5.2,,31,5.1,31,a,10,999,wm,m,n,6,11,0,s,s,3,999,999,999,p,A,999,150,y,n,LR,,,,BLs,fbca,fbca,fmcas,FB,poptre-equpra-picgla-hylspl-brachy-salbeb,nd,o,c,a,0,0,LSMABf,BLMBF,,a,,0,0,,,,,,,,,0,0,0,,,,
ARU-LWNF1-2020,ARU-LWNF1,ARU-LWNF1,ARU-LWNF1,SERDP Hab-Bird,7/9/20 0:00,2:22pm,2020,"jorg,genet","jorg,genet","jorg,genet",n,n,n,B,Tanana_Kuskokwim Lowlands,BNZ,BNZ,64.7,-148.31,128,0,0,,gps-recr,Soil-Veg,10mradius,0,y,ARU-LWNF1,ARU-LWNF1-2020,na,na,L-NF,,L,1,154,,ell,ell,ell,ell,,,ell,,Sl,fh,40,0,na,na,,0,0,-26,B,y,Nsa,6.1,147,4.5,999,,71,4.5,71,A,33,999,Ps,W,y,28,28,0,L,O,9999,9999,39,999,P,P,999,39,y,n,LT,,,,BLO,fnobs,fnobs,fnobs,WN,hylspl-picmar-plesch-ledgro-vacvit-,nd,O,C,A,0,0,lowanf,BLWNW,,heavyrainrightbeforeobservation,,0,0,,,,,,,,,0,0,0,,,,
ARU-lwnf9-2020,ARU-lwnf9,ARU-lwnf9,ARU-lwnf9,SERDP Hab-Bird,7/1/20 0:00,,2020,mtj,MTJ,MTJ,n,n,n,B,Tanana_Kuskokwim Lowlands,transmitterroad,YTA,64.75,-147.06,182,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-LWNF9,Need,na,na,L-NF,,L,0,0,,ell,ell,ell,fbob,,,ell,,f,Fh,30,0,na,nd,,0,0,-28,B,y,nsa,5.4,406,999,999,,999,5.4,406,a,999,30,ps,w,y,30,30,0,l,O,9999,9999,34,999,a,P,999,36,y,n,lt,,,,BLO,fnobs,fnobs,fnwbs,WN,hylspl-plesch-picmar-ledgro-sphafal-vacvit,nd,o,c,a,0,0,lowanf,BLWNW,,oneweekafterheavyrain,,0,0,,,,,,,,,0,0,0,,,,
ARU-RMBF1-2020,ARU-RMBF1,ARU-RMBF1,ARU-RMBF1,SERDP Hab-Bird,7/9/20 0:00,7:10pm,2020,"jorg,genet","jorg,genet","jorg,genet",n,n,n,B,Tanana_Kuskokwim Lowlands,BNZ,BNZ,64.69,-148.28,138,0,0,,gps-recr,Soil-Veg,10mradius,0,y,ARU-RMBF1,ARU-RMBF1-2020,na,na,R-BF,,R,0,0,,fmoi,fmoi,fmoi,fmr,,,fmoi,,F,N,10,0,na,na,,0,0,999,B,n,Nt,999,999,6.9,999,,97,6.9,97,C,8,999,Wm,M,n,4,6,0,L,L,21,999,999,999,A,A,999,130,y,n,L,,,,BRL,Fbop,Fbop,Fbop,WB,alnten-picgla-popbal-equpra-corcan-popbal,nd,O,C,Ngf,0,0,rlmcbf,BRMBF,,,,0,0,,,,,,,,,0,0,0,,,,
ARU-RMBF5-2020,ARU-RMBF5,ARU-RMBF5,ARU-RMBF5,SERDP Hab-Bird,8/19/20 0:00,1158am,2020,taylor,jorg,jorg,n,n,n,B,Tanana-Kuskokwim Lowlands,tananabridge,TB,64.54,-147.08,180,0,0,,gps-recr,Soil-Veg,10mrad,0,y,ARU-RMBF5,ARU-RMBF5-2020,na,na,R-BF,,R,0,0,,fboi,fboi,fbob,fmoa,,,fboi,,fi,n,10,0,na,na,,0,0,999,b,n,nt,999,999,5.9,999,,98,5.9,98,c,13,999,w,m,n,12,13,0,L,L,15,31,999,999,a,U,999,40,y,n,L,,,,BRL,fbop,Fbop,fbcp,WB,corcan-popbal-litter-alnten-rosaci-,nd,o,c,a,0,0,rlmcbw,BRMBW,,,,0,0,,,,,,,,,0,0,0,,,,
ARU-RMNF1-2020,ARU-RMNF1,ARU-RMNF1,ARU-RMNF1,SERDP Hab-Bird,7/9/20 0:00,6:17pm,2020,"jorg,genet","jorg,genet","jorg,genet",n,n,n,B,Tanana_Kuskokwim Lowlands,BNZ,BNZ,64.69,-148.28,147,0,0,,gps-recr,Soil-Veg,10mradius,0,y,ARU-RMNF1,ARU-RMNF1-2020,na,na,R-NF,,R,0,0,,fmoi,fmoi,fmoi,fmr,,,fmoi,,F,Ml,30,0,na,na,,0,0,-19,B,y,Nt,7.7,288,6.5,999,,106,6.5,106,C,12,999,Ps,M,n,12,17,0,L,L,9999,9999,999,999,A,A,999,130,y,n,L,,,,BRL,Fnows,Fnows,Fnows,WN,equpra-alnten-picgla-hylspl-rhytri-plesch,nd,O,C,Ngf,0,0,rlmcnf,BRMNF,,seasonalfrostat38cmdownto72cmwithperchedwatertable,,0,0,,,,,,,,,0,0,0,,,,
ARU-RMNF8-2020,ARU-RMNF8,ARU-RMNF8,ARU-RMNF8,SERDP Hab-Bird,8/19/20 0:00,1314pm,2020,taylor,jorg,jorg,n,n,n,B,Tanana_Kuskokwim Lowlands,tananabridge,TB,64.54,-147.07,180,0,0,,gps-recr,Soil-Veg,10mrad,0,y,ARU-RMNF8,ARU-RMNF8-2020,na,na,R-NF,,R,0,0,,fboi,fboi,fboi,fbr,,,fboi,,fi,mt,30,0,na,na,,0,0,999,b,n,nt,999,999,5.7,999,,141,5.7,141,c,21,999,W,m,n,13,15,0,L,L,11,37,999,999,a,U,999,40,y,n,L,,,,BRL,fnows,fnows,fnows,WN,hylspl-picgla-alnten-corcan-plesch-rhytri,nd,o,c,a,0,0,rlmcnw,BRMNW,,,,0,0,,,,,,,,,0,0,0,,,,
ARU-RMTS3-2020,ARU-RMTS3,ARU-RMTS3,ARU-RMTS3,SERDP Hab-Bird,7/9/20 0:00,5:16pm,2020,"jorg,genet","jorg,genet","jorg,genet",n,n,n,B,Tanana_Kuskokwim Lowlands,BNZ,BNZ,64.69,-148.28,129,0,0,,gps-recr,Soil-Veg,10mradius,0,y,ARU-RMTS3,ARU-RMTS3-2020,na,na,R-TS,,R,0,0,,Fmoa,Fmoa,Fmoi,FMR,,,Fmoa,,F,N,10,0,na,na,,0,0,999,B,n,Nt,999,999,7.3,999,,337,7.3,337,C,10,999,Wm,M,n,0,4,0,L,L,9999,9999,999,999,A,A,999,130,y,n,L,,,,BRL,Stca,Stca,Stca,ST,alnten-picgla-popbal---,nd,O,C,Ngf,0,0,rlmcts,BRMTS,,2020floodingaroundJune23-25,,0,0,,,,,,,,,0,0,0,,,,
ARU-RMTS4-2020,ARU-RMTS4,ARU-RMTS4,ARU-RMTS4,SERDP Hab-Bird,8/19/20 0:00,1452,2020,taylor,jorg,jorg,n,n,n,B,Tanana_Kuskokwim Lowlands,tananabridge,TB,64.56,-147.07,185,0,0,,gps-recr,Soil-Veg,10mrad,0,y,ARU-RMTS4,ARU-RMTS4-2020,na,na,R-TS,,R,0,0,,fboi,fboi,fboa,fbr,,,fboi,,fi,n,10,0,na,na,,0,0,999,b,n,nt,999,999,8.7,999,,59,8.7,59,n,6,999,wm,m,n,3,4,0,s,s,10,38,999,999,a,U,999,40,y,n,LR,,,,BRs,stcaw,stcaw,stcaw,ST,alnten-salgla-corsto-ribtri--,nd,o,c,a,0,0,rsmNTS,BRMTS,,junefloodnotevident,,0,0,,,,,,,,,0,0,0,,,,
ARU-umbf6-2020,ARU-umbf6,ARU-umbf6,ARU-umbf6,SERDP Hab-Bird,7/8/20 0:00,1430,2020,TriciaNelsen,jorg,jorg,n,n,n,B,Yukon-Tanana Uplands,johnsonrd,YTA,64.57,-146.75,597,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-UMBF6,Need,na,na,U-BF,,U,18,110,,Ch,Ch,Ch,Nn,,,Ch,,Suv,n,10,0,NA,nd,,0,0,999,b,n,U,999,999,4.1,999,,48,4.1,48,a,999,999,w,m,n,6,6,0,K,K,0,6,999,999,A,U,999,40,y,n,P,,,,BUK,fbcb,fbcb,fbcb,FB,betneo-calcan-litter-lycann-picgla-,nd,O,C,a,0,0,urmabf,BUMBF,,,,0,0,,,,,,,,,0,0,0,,,,
ARU-umbf7-2020,ARU-umbf7,ARU-umbf7,ARU-umbf7,SERDP Hab-Bird,7/8/20 0:00,1500,2020,TriciaNelsen,jorg,jorg,n,n,n,B,Yukon-Tanana Uplands,johnsonrd,YTA,64.58,-146.72,601,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-UMBF7,Need,na,na,U-BF,,U,20,134,,Ch,Ch,Ch,Nn,,,Ch,,Suv,n,10,0,NA,nd,,0,0,999,b,n,U,999,999,4,999,,78,4,78,a,999,999,w,m,n,13,13,0,L,L,21,34,999,999,A,U,999,50,y,n,L,,,,BUL,fbcb,fbcb,fbcb,FB,betneo-calcan-litter-picgla-rosaci-,nd,O,C,a,0,0,urmabf,BUMBF,,,,0,0,,,,,,,,,0,0,0,,,,
ARU-UMNF1-2020,ARU-UMNF1,ARU-UMNF1,ARU-UMNF1,SERDP Hab-Bird,7/9/20 0:00,9:35am,2020,"jorg,genet","jorg,genet","jorg,genet",n,n,n,B,Yukon-Tanana Uplands,BNZ,BNZ,64.7,-148.32,212,0,0,,gps-recr,Soil-Veg,10mradius,0,y,ARU-UMNF1,ARU-UMNF1-2020,na,na,U-NF,,L,12,158,,elu,elu,elu,elu,,,elu,,sup,Ml,30,0,na,na,,0,0,999,b,n,U,999,999,4.7,999,,60,4.7,60,A,999,999,W,M,N,7,7,0,L,L,9999,9999,999,999,A,A,999,130,y,n,LT,,,,BLL,Fnows,Fnows,Fnows,WN,hylspl-picgla-plesch-rosaci-linbor-corcan,nd,O,C,A,0,0,ulmanf,BRMNF,,loessprobablythickerthan5m,,0,0,,,,,,,,,0,0,0,,,,
ARU-umnf5-2020,ARU-umnf5,ARU-umnf5,ARU-umnf5,SERDP Hab-Bird,7/8/20 0:00,1330,2020,TriciaNelsen,jorg,jorg,n,n,n,B,Yukon-Tanana Uplands,johnsonrd,YTA,64.58,-146.76,600,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-UMNF5,Need,na,na,U-NF,,U,10,276,,Ch,Ch,Ch,Nn,,,Ch,,Suv,Fh,30,0,NA,nd,,0,0,999,b,n,U,999,999,3.9,999,,48,3.9,48,a,32,999,ws,M,y,7,7,0,R,R,0,13,999,999,A,U,999,45,y,n,P,,,,BUR,fnobs,fnobs,fnwbs,WN,hylspl-ledgro-picmar-plesch-vacvit-,nd,O,C,a,0,0,urwanf,BUMNF,,,,0,0,,,,,,,,,0,0,0,,,,
ARU-umtls-2020,ARU-umtls,ARU-umtls,ARU-umtls,SERDP Hab-Bird,7/8/20 0:00,1100,2020,TriciaNelsen,jorg,jorg,n,n,n,B,Yukon-Tanana Uplands,johnsonrd,YTA,64.69,-146.68,582,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-UMTLS,Need,na,na,U-TS,,U,25,356,,Ch,Ch,Ch,If,,,Ch,,Suv,Fh,30,0,NA,nd,,3,0,999,b,n,U,999,999,3.1,999,,98,3.1,98,a,999,999,W,M,n,12,13,0,K,K,0,12,999,999,P,U,999,40,y,n,P,,,,BUK,slod,slod,slod,SP,polstr-soil-cerpur-calcan-salbeb-,nd,O,C,nf,0,0,urmals,BUMLS,,2013?burn,,0,0,,,,,,,,,0,0,0,,,,
ARU-umtls1-2020,ARU-umtls1,ARU-umtls1,ARU-umtls1,SERDP Hab-Bird,7/8/20 0:00,1200,2020,TriciaNelsen,jorg,jorg,n,n,n,B,Yukon-Tanana Uplands,johnsonrd,YTA,64.66,-146.68,571,0,0,,gps-recr,Soil-Veg,10,0,y,ARU-UMTLS1,Need,na,na,U-TS,,U,16,64,,Ch,Ch,Ch,If,,,Ch,,Suv,Fh,30,0,NA,nd,,1,0,999,b,n,U,999,999,4.8,999,,36,4.8,36,a,999,999,W,M,n,3,3,0,K,K,0,5,999,999,A,U,999,40,y,n,P,,,,BUK,slod,slod,slod,SP,polstr-cerpur-ribida-soil--,nd,O,C,nf,0,0,urmals,BUMLS,,2013?burn,,0,0,,,,,,,,,0,0,0,,,,
ARU-ustl1-2020,ARU-ustl1,ARU-ustl1,ARU-ustl1,SERDP Hab-Bird,7/2/20 0:00,1630,2020,Jorgenson,n,na,n,n,n,B,Yukon-Tanana Uplands,FoxTunnel,Fox,64.95,-147.61,246,0,0,,gps-recr,Soil-Veg,5,0,y,ARU-ustl1,na,na,na,P-OW,,P,0,0,,Wlsit,Wlsit,Wlsit,Elui,,,Wlsit,,w,w,0,0,ls,dp,,0,0,150,a,y,np,6.2,53,999,999,,999,6.2,53,c,999,999,f,a,y,999,999,0,w,w,9999,9999,999,999,u,A,999,9999,n,n,n,,,,BPw,wf,wf,wf,LS,water-carutr-,nd,o,c,ngt,0,0,placow,BPSL,,watdepestimated,,0,0,,,,,,,,,0,0,0,,,,
ARU-ustl2-2020,ARU-ustl2,ARU-ustl2,ARU-ustl2,SERDP Hab-Bird,7/2/20 0:00,1500,2020,Jorgenson,n,na,n,n,n,B,Yukon-Tanana Uplands,FoxTunnel,Fox,64.94,-147.6,268,0,0,,gps-recr,Soil-Veg,5,0,y,ARU-ustl2,na,na,na,P-OW,,P,0,0,,Wlsit,Wlsit,Wlsit,Elui,,,Wlsit,,w,w,0,0,ls,dp,,0,0,150,a,y,np,7,35,999,999,,999,7,35,c,999,999,f,a,y,999,999,0,w,w,9999,9999,999,999,u,A,999,9999,n,n,n,,,,BPw,wf,wf,wf,LS,water-stupec--,nd,o,c,ngt,0,0,placow,BPSL,,watdepestimated,,0,0,,,,,,,,,0,0,0,,,,
ATQ1-2019,ATQ1-2019,ATQ1-2019,A1-Piksiksak site,NSF Lake Drainage,5/2/19 0:00,,2019,Kanevskiy,n,Kanev-Jones,n,n,n,A,Beaufort Coastal Plain,Atqasuk,ATQ,70.03,-157.08,32,0,0,0,GPS-recr,Perm-Soil,1 m rad,1,y,nd,ATQ1-2019,na,na,nd,nd,U,0,0,,Elui,Elui,nd,nd,Elui,Elui/Elui,Elui,Elui,F,Phh,999,999,UD,UD,nd,0,999,999,b,u,u,0,0,0,0,0,0,0,0,X,999,999,ps,m,y,13,24.5,0,U,L,9999,9999,999,999,U,p,999,112,y,Y,S,nd,nd,nd,AUL,nd,Hgmt,nd,MT,nd,nd,n,n,A,0,0,nd,nd,u,,Environ. Interpreted from hi-res imagery,99,999,nd,n,n,n,UAF,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\PIK-A1,photos,3/31/23
ATQA-3-1992,ATQA-3,ATQA-3,Atqasuk,UAF Palmer Soil Lab Surveys,8/20/92 0:00,,1992,Ping,n,"Ping, Kimble, Michaelson",n,n,n,A,Beaufort Coastal Plain,Atqasuk,ATQ,70.47,-157.4,23,,,,GPS-recr,Perm-Soil,2 m rad,1,N,nd,ATQA-3,na,na,nd,nd,L,999,999,,nd,Ldi,Esi,nd,Esi,Ldi/Esi,Ldi,Ldi,Bd,Pllh,999,999,ND,UD,nd,999,999,999,u,u,Nsa,0,0,4.38,0,99,0,4.38,0,A,999,999,Ps,W,y,5,5,0,S,S,9999,9999,51,999,p,p,999,60,y,Y,p,nd,Gtut,11,ALS,nd,Hgwst,nd,MS,nd,nd,nd,nd,nd,0,0,nd,nd,u,,some site characteristics photointerpreted by MTJ,99,999,nd,y,y,n,PRC-UAF,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\ATQA-3,soildesc,9/28/22
ATQA-lcp-1992,ATQA-lcp,ATQA-lcp,"Atqasuk - low center polygon, ",UAF Palmer Soil Lab Surveys,8/20/92 0:00,,1992,Ping,n,"Ping, Kimble, Michaelson",n,n,n,A,Beaufort Coastal Plain,Atqasuk,ATQ,70.46,-157.4,23,,,,GPS-recr,Perm-Soil,2 m rad,1,N,nd,ATQA-lcp,na,na,nd,nd,L,999,999,,nd,Ldi,Esi,nd,Esi,Ldi/Esi,Ldi,Ldi,Bd,Pllh,999,999,ND,UD,nd,999,999,999,u,u,Nsa,0,0,4.3,0,99,0,4.3,0,A,999,999,Ps,W,y,7,7,0,S,S,9999,9999,32,999,p,p,999,100,y,Y,p,nd,Gtpt,11,ALS,nd,Hgwst,nd,MS,nd,nd,nd,nd,nd,0,0,nd,nd,U,,some site characteristics photointerpreted by MTJ,99,999,nd,y,y,n,PRC-UAF,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\ATQA-lcp,soildesc,9/28/22
ATQA-Tussock-1992,ATQA-Tussock,ATQA-Tussock,Atqasuk - low tussock moist no,UAF Palmer Soil Lab Surveys,8/20/92 0:00,,1992,Ping,n,"Ping, Kimble, Michaelson",n,n,n,A,Beaufort Coastal Plain,Atqasuk,ATQ,70.46,-157.45,23,,,,GPS-recr,Perm-Soil,2 m rad,1,N,nd,ATQA-Tussock,na,na,nd,nd,L,999,999,,nd,Esi,Esi,nd,Esi,Esi/Esi,Esi,Es,C,Np,999,999,UD,UD,nd,999,999,999,u,u,Nsa,0,0,4.23,0,99,0,4.23,0,A,999,999,Ps,M,y,10,10,0,L,L,9999,9999,51,999,u,p,999,85,y,Y,p,nd,Goap,11,ALL,nd,Hgmt,nd,MT,nd,nd,nd,nd,nd,0,0,nd,nd,u,,some site characteristics photointerpreted by MTJ,99,999,nd,y,y,n,PRC-UAF,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\ATQA-Tussock,soildesc,9/28/22
AUTC-2-2008,AUTC-2,AUTC-2,AUTC08-2,ADOT Dalton Hwy,5/13/08 0:00,,2008,Kanevskiy,n,Kanevskiy,n,n,n,B,Yukon-Tanana Uplands,Erickson Ck,EC,65.55,-148.89,9999,0,0,0,GPS-recr,Perm-soil,1 m rad,1,y,nd,AUTC08-2-2008,na,na,nd,nd,U,999,999,,Elui,Elui,nd,nd,nd,Elui/nd,Elui,El,Su,Np,999,0,UD,UD,nd,0,999,999,u,u,U,0,0,0,0,99,0,0,0,X,999,999,Wm,M,n,22,22,0,U,O,1184,9999,999,999,u,p,999,1184,Need,Y,dhs,nd,nd,nd,BUO,nd,slod,nd,SP,"Ledum palustre, Vaccinium vitus-idaea, Pleurozium schreberi, Hylocomium splendens, Ceratodon purpureus.",nd,O,D,Nf,0,0,nd,nd,U,,,99,999,nd,n,n,n,UAF,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\AUTC-2,photos,3/31/23
AUTC-3-2008,AUTC-3,AUTC-3,AUTC08-3,ADOT Dalton Hwy,5/13/08 0:00,,2008,Kanevskiy,n,Kanevskiy,n,n,n,B,Yukon-Tanana Uplands,Erickson Ck,EC,65.55,-148.89,9999,0,0,0,GPS-recr,Perm-soil,1 m rad,1,y,nd,AUTC08-3-2008,na,na,nd,nd,U,999,999,,Elui,Elui,nd,nd,nd,Elui/nd,Elui,El,Su,Np,999,0,UD,UD,nd,0,999,999,u,u,U,0,0,0,0,99,0,0,0,X,999,999,Wm,M,n,19,19,0,U,L,900,9999,999,999,u,P,999,900,Need,Y,dhs,nd,nd,nd,BUL,nd,slod,nd,SP,nd,nd,O,D,Nf,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\AUTC-3,photos,3/31/23
AUTC-4-2008,AUTC-4,AUTC-4,AUTC08-4,ADOT Dalton Hwy,5/14/08 0:00,,2008,Kanevskiy,n,Kanevskiy,n,n,n,B,Yukon-Tanana Uplands,Erickson Ck,EC,65.55,-148.89,9999,0,0,0,GPS-recr,Perm-soil,1 m rad,1,y,nd,AUTC08-4-2008,na,na,nd,nd,U,999,999,,Elui,Elui,nd,nd,nd,Elui/nd,Elui,El,Su,Np,999,0,UD,UD,nd,0,999,999,u,u,U,0,0,0,0,99,0,0,0,X,999,999,Wm,M,n,25,25,0,U,O,1200,1200,999,999,U,p,999,1220,Need,Y,dhs,nd,nd,nd,BUO,nd,Fnobs,nd,WN,nd,nd,O,D,A,0,0,nd,nd,U,,,99,999,nd,n,n,n,UAF,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\AUTC-4,photos,3/31/23
